column_a,year,month,dayofmonth,dayofweek,deptime,crsdeptime,arrtime,crsarrtime,uniquecarrier,flightnum,tailnum,actualelapsedtime,crselapsedtime,airtime,arrdelay,depdelay,origin,dest,distance,taxiin,taxiout,cancelled,cancellationcode,diverted,carrierdelay,weatherdelay,nasdelay,securitydelay,lateaircraftdelay,yearmonth
322856  ,2008,1    ,31        ,4        ,2116.0 ,2025      ,2120.0 ,2027      ,DL           ,1634     ,N972DL ,64.0             ,62.0          ,47.0   ,53.0    ,51.0    ,ATL   ,HSV ,151     ,5.0   ,12.0   ,false    ,N               ,false   ,0.0         ,0.0         ,2.0     ,0.0          ,51.0             ,2008-01
322858  ,2008,1    ,31        ,4        ,2141.0 ,2115      ,2316.0 ,2247      ,DL           ,1637     ,N138DL ,95.0             ,92.0          ,77.0   ,29.0    ,26.0    ,ATL   ,MCO ,403     ,6.0   ,12.0   ,false    ,N               ,false   ,26.0        ,0.0         ,3.0     ,0.0          ,0.0              ,2008-01
322861  ,2008,1    ,31        ,4        ,1631.0 ,1612      ,2015.0 ,1930      ,DL           ,1640     ,N980DL ,164.0            ,138.0         ,135.0  ,45.0    ,19.0    ,SAT   ,ATL ,874     ,14.0  ,15.0   ,false    ,N               ,false   ,6.0         ,0.0         ,26.0    ,0.0          ,13.0             ,2008-01
322862  ,2008,1    ,31        ,4        ,2122.0 ,2011      ,2217.0 ,2114      ,DL           ,1640     ,N933DL ,55.0             ,63.0          ,32.0   ,63.0    ,71.0    ,ATL   ,CAE ,191     ,8.0   ,15.0   ,false    ,N               ,false   ,6.0         ,0.0         ,0.0     ,0.0          ,57.0             ,2008-01
322863  ,2008,1    ,31        ,4        ,1601.0 ,1555      ,1722.0 ,1728      ,DL           ,1641     ,N914DL ,81.0             ,93.0          ,62.0   ,-6.0    ,6.0     ,ATL   ,ORF ,516     ,5.0   ,14.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
322875  ,2008,1    ,31        ,4        ,2147.0 ,2115      ,2334.0 ,2302      ,DL           ,1658     ,N678DL ,107.0            ,107.0         ,72.0   ,32.0    ,32.0    ,ATL   ,BWI ,576     ,8.0   ,27.0   ,false    ,N               ,false   ,32.0        ,0.0         ,0.0     ,0.0          ,0.0              ,2008-01
322876  ,2008,1    ,31        ,4        ,2259.0 ,2240      ,615.0  ,554       ,DL           ,1660     ,N3733Z ,256.0            ,254.0         ,234.0  ,21.0    ,19.0    ,SMF   ,ATL ,2092    ,6.0   ,16.0   ,false    ,N               ,false   ,3.0         ,0.0         ,2.0     ,0.0          ,16.0             ,2008-01
322881  ,2008,1    ,31        ,4        ,2132.0 ,2115      ,27.0   ,31        ,DL           ,1667     ,N707TW ,175.0            ,196.0         ,141.0  ,-4.0    ,17.0    ,JFK   ,MCO ,944     ,6.0   ,28.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
322886  ,2008,1    ,31        ,4        ,1314.0 ,1307      ,1438.0 ,1435      ,DL           ,1673     ,N949DL ,84.0             ,88.0          ,68.0   ,3.0     ,7.0     ,ATL   ,SRQ ,445     ,5.0   ,11.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
322891  ,2008,1    ,31        ,4        ,2108.0 ,2100      ,2255.0 ,2248      ,DL           ,1678     ,N3752  ,227.0            ,228.0         ,208.0  ,7.0     ,8.0     ,CVG   ,SLC ,1449    ,6.0   ,13.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
25179   ,2008,1    ,10        ,4        ,1441.0 ,1345      ,1540.0 ,1455      ,WN           ,2558     ,N375SW ,59.0             ,70.0          ,49.0   ,45.0    ,56.0    ,SJC   ,ONT ,333     ,4.0   ,6.0    ,false    ,N               ,false   ,45.0        ,0.0         ,0.0     ,0.0          ,0.0              ,2008-01
322895  ,2008,1    ,31        ,4        ,1257.0 ,1248      ,1512.0 ,1456      ,DL           ,1681     ,N3762Y ,195.0            ,188.0         ,152.0  ,16.0    ,9.0     ,DFW   ,SLC ,988     ,9.0   ,34.0   ,false    ,N               ,false   ,0.0         ,0.0         ,7.0     ,0.0          ,9.0              ,2008-01
322909  ,2008,1    ,31        ,4        ,1842.0 ,1810      ,2002.0 ,1933      ,DL           ,1695     ,N696DA ,200.0            ,203.0         ,177.0  ,29.0    ,32.0    ,ATL   ,DEN ,1199    ,8.0   ,15.0   ,false    ,N               ,false   ,23.0        ,0.0         ,0.0     ,0.0          ,6.0              ,2008-01
322911  ,2008,1    ,31        ,4        ,710.0  ,700       ,1029.0 ,1032      ,DL           ,1697     ,N371DA ,319.0            ,332.0         ,288.0  ,-3.0    ,10.0    ,EWR   ,SLC ,1968    ,12.0  ,19.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
322920  ,2008,1    ,31        ,4        ,1457.0 ,1450      ,1650.0 ,1723      ,DL           ,1704     ,N903DE ,113.0            ,153.0         ,88.0   ,-33.0   ,7.0     ,ATL   ,EWR ,745     ,7.0   ,18.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
322922  ,2008,1    ,31        ,4        ,2055.0 ,1935      ,2145.0 ,2033      ,DL           ,1705     ,N910DN ,110.0            ,118.0         ,93.0   ,72.0    ,80.0    ,SLC   ,LAX ,590     ,7.0   ,10.0   ,false    ,N               ,false   ,52.0        ,0.0         ,0.0     ,0.0          ,20.0             ,2008-01
322931  ,2008,1    ,31        ,4        ,1614.0 ,1345      ,1800.0 ,1535      ,DL           ,1712     ,N687DL ,226.0            ,230.0         ,212.0  ,145.0   ,149.0   ,CVG   ,SLC ,1449    ,5.0   ,9.0    ,false    ,N               ,false   ,145.0       ,0.0         ,0.0     ,0.0          ,0.0              ,2008-01
322937  ,2008,1    ,31        ,4        ,1950.0 ,1942      ,2054.0 ,2045      ,DL           ,1716     ,N960DL ,64.0             ,63.0          ,41.0   ,9.0     ,8.0     ,ATL   ,TLH ,223     ,3.0   ,20.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
322939  ,2008,1    ,31        ,4        ,1601.0 ,1437      ,1743.0 ,1516      ,DL           ,1717     ,N935DL ,162.0            ,99.0          ,140.0  ,147.0   ,84.0    ,ATL   ,MSY ,425     ,9.0   ,13.0   ,false    ,N               ,false   ,0.0         ,0.0         ,63.0    ,0.0          ,84.0             ,2008-01
322948  ,2008,1    ,31        ,4        ,1958.0 ,1945      ,2205.0 ,2148      ,DL           ,1724     ,N3732J ,127.0            ,123.0         ,94.0   ,17.0    ,13.0    ,CVG   ,BOS ,752     ,11.0  ,22.0   ,false    ,N               ,false   ,3.0         ,0.0         ,4.0     ,0.0          ,10.0             ,2008-01
322949  ,2008,1    ,31        ,4        ,2102.0 ,2050      ,2223.0 ,2218      ,DL           ,1725     ,N6704Z ,81.0             ,88.0          ,66.0   ,5.0     ,12.0    ,ATL   ,TPA ,406     ,5.0   ,10.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
25182   ,2008,1    ,10        ,4        ,839.0  ,830       ,1015.0 ,1020      ,WN           ,3338     ,N456WN ,96.0             ,110.0         ,84.0   ,-5.0    ,9.0     ,SJC   ,PDX ,569     ,3.0   ,9.0    ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
322955  ,2008,1    ,31        ,4        ,1655.0 ,1630      ,1905.0 ,1831      ,DL           ,1731     ,N916DN ,250.0            ,241.0         ,236.0  ,34.0    ,25.0    ,DTW   ,SLC ,1481    ,5.0   ,9.0    ,false    ,N               ,false   ,21.0        ,0.0         ,9.0     ,0.0          ,4.0              ,2008-01
322956  ,2008,1    ,31        ,4        ,1944.0 ,1925      ,2017.0 ,1947      ,DL           ,1731     ,N916DN ,93.0             ,82.0          ,62.0   ,30.0    ,19.0    ,SLC   ,LAS ,368     ,7.0   ,24.0   ,false    ,N               ,false   ,0.0         ,0.0         ,11.0    ,0.0          ,19.0             ,2008-01
322963  ,2008,1    ,31        ,4        ,2249.0 ,2240      ,16.0   ,2359      ,DL           ,1737     ,N139DL ,87.0             ,79.0          ,62.0   ,17.0    ,9.0     ,ATL   ,MCO ,403     ,6.0   ,19.0   ,false    ,N               ,false   ,9.0         ,0.0         ,8.0     ,0.0          ,0.0              ,2008-01
322967  ,2008,1    ,31        ,4        ,1443.0 ,1415      ,1711.0 ,1635      ,DL           ,1744     ,N910DL ,88.0             ,80.0          ,51.0   ,36.0    ,28.0    ,MEM   ,ATL ,332     ,13.0  ,24.0   ,false    ,N               ,false   ,2.0         ,0.0         ,8.0     ,0.0          ,26.0             ,2008-01
322968  ,2008,1    ,31        ,4        ,1807.0 ,1720      ,1912.0 ,1830      ,DL           ,1744     ,N910DL ,65.0             ,70.0          ,44.0   ,42.0    ,47.0    ,ATL   ,JAX ,270     ,4.0   ,17.0   ,false    ,N               ,false   ,10.0        ,0.0         ,0.0     ,0.0          ,32.0             ,2008-01
322974  ,2008,1    ,31        ,4        ,1718.0 ,1702      ,2053.0 ,2035      ,DL           ,1749     ,N614DL ,335.0            ,333.0         ,313.0  ,18.0    ,16.0    ,BOS   ,SLC ,2105    ,6.0   ,16.0   ,false    ,N               ,false   ,13.0        ,0.0         ,2.0     ,0.0          ,3.0              ,2008-01
322979  ,2008,1    ,31        ,4        ,1914.0 ,1830      ,2157.0 ,2051      ,DL           ,1756     ,N902DE ,103.0            ,81.0          ,71.0   ,66.0    ,44.0    ,MEM   ,ATL ,332     ,10.0  ,22.0   ,false    ,N               ,false   ,0.0         ,0.0         ,66.0    ,0.0          ,0.0              ,2008-01
322984  ,2008,1    ,31        ,4        ,1656.0 ,1650      ,1749.0 ,1750      ,DL           ,1760     ,N904DA ,113.0            ,120.0         ,89.0   ,-1.0    ,6.0     ,SLC   ,SNA ,588     ,5.0   ,19.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
322986  ,2008,1    ,31        ,4        ,1751.0 ,1710      ,2018.0 ,1938      ,DL           ,1762     ,N914DN ,87.0             ,88.0          ,59.0   ,40.0    ,41.0    ,MEM   ,ATL ,332     ,7.0   ,21.0   ,false    ,N               ,false   ,1.0         ,0.0         ,0.0     ,0.0          ,39.0             ,2008-01
322995  ,2008,1    ,31        ,4        ,1923.0 ,1905      ,2157.0 ,2130      ,DL           ,1774     ,N699DL ,334.0            ,325.0         ,313.0  ,27.0    ,18.0    ,FLL   ,LAS ,2174    ,7.0   ,14.0   ,false    ,N               ,false   ,0.0         ,0.0         ,9.0     ,0.0          ,18.0             ,2008-01
25184   ,2008,1    ,10        ,4        ,1720.0 ,1650      ,2004.0 ,1935      ,WN           ,1415     ,N368SW ,104.0            ,105.0         ,90.0   ,29.0    ,30.0    ,SJC   ,PHX ,621     ,6.0   ,8.0    ,false    ,N               ,false   ,28.0        ,0.0         ,0.0     ,0.0          ,1.0              ,2008-01
322996  ,2008,1    ,31        ,4        ,1938.0 ,1920      ,2226.0 ,2207      ,DL           ,1775     ,N399DA ,348.0            ,347.0         ,315.0  ,19.0    ,18.0    ,MCO   ,LAX ,2217    ,15.0  ,18.0   ,false    ,N               ,false   ,0.0         ,0.0         ,1.0     ,0.0          ,18.0             ,2008-01
323000  ,2008,1    ,31        ,4        ,1523.0 ,1500      ,1656.0 ,1642      ,DL           ,1778     ,N693DL ,93.0             ,102.0         ,73.0   ,14.0    ,23.0    ,ATL   ,PBI ,545     ,4.0   ,16.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
323004  ,2008,1    ,31        ,4        ,1238.0 ,1220      ,1937.0 ,1925      ,DL           ,1782     ,N640DL ,239.0            ,245.0         ,222.0  ,12.0    ,18.0    ,SNA   ,ATL ,1919    ,9.0   ,8.0    ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
323006  ,2008,1    ,31        ,4        ,1450.0 ,1432      ,2221.0 ,2145      ,DL           ,1784     ,N638DL ,271.0            ,253.0         ,246.0  ,36.0    ,18.0    ,SNA   ,ATL ,1919    ,13.0  ,12.0   ,false    ,N               ,false   ,18.0        ,0.0         ,18.0    ,0.0          ,0.0              ,2008-01
323007  ,2008,1    ,31        ,4        ,2017.0 ,2000      ,2057.0 ,2037      ,DL           ,1785     ,N688DL ,100.0            ,97.0          ,82.0   ,20.0    ,17.0    ,ATL   ,MSY ,425     ,6.0   ,12.0   ,false    ,N               ,false   ,1.0         ,0.0         ,3.0     ,0.0          ,16.0             ,2008-01
323008  ,2008,1    ,31        ,4        ,1608.0 ,1600      ,1912.0 ,1904      ,DL           ,1786     ,N915DL ,184.0            ,184.0         ,148.0  ,8.0     ,8.0     ,FLL   ,LGA ,1076    ,13.0  ,23.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
323013  ,2008,1    ,31        ,4        ,2214.0 ,2150      ,539.0  ,517       ,DL           ,1791     ,N3771K ,265.0            ,267.0         ,236.0  ,22.0    ,24.0    ,LAX   ,TPA ,2158    ,5.0   ,24.0   ,false    ,N               ,false   ,5.0         ,0.0         ,2.0     ,0.0          ,15.0             ,2008-01
323017  ,2008,1    ,31        ,4        ,1200.0 ,1045      ,1330.0 ,1213      ,DL           ,1795     ,N972DL ,90.0             ,88.0          ,72.0   ,77.0    ,75.0    ,RDU   ,ATL ,356     ,7.0   ,11.0   ,false    ,N               ,false   ,75.0        ,0.0         ,2.0     ,0.0          ,0.0              ,2008-01
323021  ,2008,1    ,31        ,4        ,735.0  ,720       ,858.0  ,842       ,DL           ,1800     ,N127DL ,83.0             ,82.0          ,62.0   ,16.0    ,15.0    ,ATL   ,MCO ,403     ,6.0   ,15.0   ,false    ,N               ,false   ,0.0         ,0.0         ,1.0     ,0.0          ,15.0             ,2008-01
323025  ,2008,1    ,31        ,4        ,1340.0 ,1330      ,1501.0 ,1500      ,DL           ,1804     ,N674DL ,81.0             ,90.0          ,58.0   ,1.0     ,10.0    ,ATL   ,MCO ,403     ,8.0   ,15.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
1364    ,2008,1    ,3         ,4        ,1223.0 ,1210      ,1834.0 ,1820      ,WN           ,1155     ,N288WN ,251.0            ,250.0         ,233.0  ,14.0    ,13.0    ,PHX   ,BWI ,1999    ,4.0   ,14.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
25185   ,2008,1    ,10        ,4        ,1003.0 ,915       ,1236.0 ,1200      ,WN           ,2474     ,N476WN ,93.0             ,105.0         ,78.0   ,36.0    ,48.0    ,SJC   ,PHX ,621     ,4.0   ,11.0   ,false    ,N               ,false   ,23.0        ,0.0         ,0.0     ,0.0          ,13.0             ,2008-01
323029  ,2008,1    ,31        ,4        ,1701.0 ,1648      ,       ,1804      ,DL           ,1811     ,N964DL ,                 ,136.0         ,       ,        ,13.0    ,ATL   ,ORD ,606     ,      ,27.0   ,false    ,N               ,true    ,            ,            ,        ,             ,                 ,2008-01
323038  ,2008,1    ,31        ,4        ,657.0  ,645       ,1407.0 ,1410      ,DL           ,1820     ,N3756  ,250.0            ,265.0         ,230.0  ,-3.0    ,12.0    ,SFO   ,CVG ,2036    ,6.0   ,14.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
323047  ,2008,1    ,31        ,4        ,1131.0 ,1050      ,1858.0 ,1832      ,DL           ,1828     ,N399DA ,267.0            ,282.0         ,247.0  ,26.0    ,41.0    ,LAX   ,MCO ,2217    ,4.0   ,16.0   ,false    ,N               ,false   ,26.0        ,0.0         ,0.0     ,0.0          ,0.0              ,2008-01
323049  ,2008,1    ,31        ,4        ,1752.0 ,1740      ,1959.0 ,2000      ,DL           ,1832     ,N664DN ,127.0            ,140.0         ,98.0   ,-1.0    ,12.0    ,ATL   ,EWR ,745     ,7.0   ,22.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
323060  ,2008,1    ,31        ,4        ,1451.0 ,1445      ,1713.0 ,1729      ,DL           ,1846     ,N934DL ,142.0            ,164.0         ,121.0  ,-16.0   ,6.0     ,MCO   ,LGA ,950     ,10.0  ,11.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
323062  ,2008,1    ,31        ,4        ,2026.0 ,1950      ,2104.0 ,2032      ,DL           ,1848     ,N916DL ,98.0             ,102.0         ,79.0   ,32.0    ,36.0    ,ATL   ,STL ,483     ,5.0   ,14.0   ,false    ,N               ,false   ,32.0        ,0.0         ,0.0     ,0.0          ,0.0              ,2008-01
323063  ,2008,1    ,31        ,4        ,1835.0 ,1600      ,2135.0 ,1828      ,DL           ,1849     ,N935DL ,120.0            ,88.0          ,70.0   ,187.0   ,155.0   ,MSY   ,ATL ,425     ,17.0  ,33.0   ,false    ,N               ,false   ,8.0         ,0.0         ,32.0    ,0.0          ,147.0            ,2008-01
323064  ,2008,1    ,31        ,4        ,2020.0 ,2000      ,2102.0 ,2057      ,DL           ,1849     ,N941DL ,42.0             ,57.0          ,24.0   ,5.0     ,20.0    ,ATL   ,TYS ,152     ,4.0   ,14.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
323070  ,2008,1    ,31        ,4        ,2229.0 ,2145      ,2356.0 ,2330      ,DL           ,1854     ,N970DL ,147.0            ,165.0         ,118.0  ,26.0    ,44.0    ,ATL   ,MSP ,906     ,8.0   ,21.0   ,false    ,N               ,false   ,26.0        ,0.0         ,0.0     ,0.0          ,0.0              ,2008-01
323071  ,2008,1    ,31        ,4        ,2231.0 ,2225      ,606.0  ,602       ,DL           ,1855     ,N394DA ,275.0            ,277.0         ,249.0  ,4.0     ,6.0     ,LAX   ,MCO ,2217    ,6.0   ,20.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
